Bank,Period,Indicator table,Element,Sub-element,AZN,FS Line,Item,Currency,Amount vs Share,Total,31-60 days,61-90 days,91+ days,31-60 days_share%inLP,61-90 days_share%inLP,91+ days_share%inLP
access_bank,2021_Q2,Balance Sheet,1.5.2,ASSETS,474813,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,1.5.3,ASSETS,6971,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,1.5.4,ASSETS,6020,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,1.5.5,ASSETS,-44313,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,1.6,ASSETS,58156,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,1.7,ASSETS,14712,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,1.8,ASSETS,17514,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2,LIABILITY,799460,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2.1,LIABILITY,78001,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2.1.1,LIABILITY,509423,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2.1.2,LIABILITY,116495,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2.2,LIABILITY,8520,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2.3,LIABILITY,127449,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2.7,LIABILITY,21994,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,2.8,LIABILITY,885912,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,3,EQUITY,86452,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,3.1,EQUITY,258718,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,3.3,EQUITY,-178677,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,3.4,EQUITY,6411,,,,,,,,,,,
access_bank,2021_Q2,Balance Sheet,3.4.2,EQUITY,391,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1,ASSETS,944895,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.1,ASSETS,188865,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.10,ASSETS,28382,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.2,ASSETS,31164,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.3,ASSETS,678674,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.4,ASSETS,894,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.5,ASSETS,572160,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.5.1,ASSETS,72751,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.5.2,ASSETS,492155,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.5.3,ASSETS,7254,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.5.4,ASSETS,5859,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.5.5,ASSETS,-44323,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.6,ASSETS,58051,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.7,ASSETS,14187,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,1.8,ASSETS,17514,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2,LIABILITY,857636,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2.1,LIABILITY,78001,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2.1.1,LIABILITY,539016,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2.1.2,LIABILITY,139658,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2.2,LIABILITY,8520,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2.3,LIABILITY,129621,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2.7,LIABILITY,21994,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,2.8,LIABILITY,944895,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,3,EQUITY,87259,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,3.1,EQUITY,258718,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,3.3,EQUITY,-177570,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,3.4,EQUITY,6111,,,,,,,,,,,
access_bank,2021_Q3,Balance Sheet,3.4.2,EQUITY,252,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1,ASSETS,932150,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.1,ASSETS,139275,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.10,ASSETS,32175,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.2,ASSETS,37106,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.3,ASSETS,689828,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.5,ASSETS,632476,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.5.1,ASSETS,86221,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.5.2,ASSETS,539369,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.5.3,ASSETS,6886,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.5.4,ASSETS,6137,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.5.5,ASSETS,-40078,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.6,ASSETS,57002,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.7,ASSETS,14180,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,1.8,ASSETS,17514,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2,LIABILITY,842743,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2.1,LIABILITY,42500,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2.1.1,LIABILITY,557973,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2.1.2,LIABILITY,131855,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2.2,LIABILITY,6390,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2.3,LIABILITY,104356,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2.7,LIABILITY,21994,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,2.8,LIABILITY,932150,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,3,EQUITY,89407,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,3.1,EQUITY,258718,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,3.3,EQUITY,-175547,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,3.4,EQUITY,6236,,,,,,,,,,,
access_bank,2021_Q4,Balance Sheet,3.4.2,EQUITY,99,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1,ASSETS,983616,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.1,ASSETS,184504,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.10,ASSETS,36610,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.2,ASSETS,14132,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.3,ASSETS,744611,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.5,ASSETS,666925,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.5.1,ASSETS,97951,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.5.2,ASSETS,562590,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.5.3,ASSETS,6384,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.5.4,ASSETS,6378,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.5.5,ASSETS,-37383,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.6,ASSETS,53958,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.7,ASSETS,13356,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,1.8,ASSETS,17514,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2,LIABILITY,893180,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2.1,LIABILITY,34000,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2.1.1,LIABILITY,607908,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2.1.2,LIABILITY,136703,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2.2,LIABILITY,6390,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2.3,LIABILITY,98039,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2.7,LIABILITY,21994,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,2.8,LIABILITY,983616,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,3,EQUITY,90436,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,3.1,EQUITY,258718,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,3.3,EQUITY,-174745,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,3.4,EQUITY,6463,,,,,,,,,,,
access_bank,2022_Q1,Balance Sheet,3.4.2,EQUITY,85,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1,ASSETS,1003496,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.1,ASSETS,148439,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.10,ASSETS,30601,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.2,ASSETS,48556,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.3,ASSETS,779561,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.5,ASSETS,712491,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.5.1,ASSETS,122545,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.5.2,ASSETS,584036,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.5.3,ASSETS,5910,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.5.4,ASSETS,6657,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.5.5,ASSETS,-38257,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.6,ASSETS,46150,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.7,ASSETS,12502,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,1.8,ASSETS,17514,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2,LIABILITY,911747,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2.1,LIABILITY,25500,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2.1.1,LIABILITY,659019,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2.1.2,LIABILITY,120542,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2.2,LIABILITY,6390,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2.3,LIABILITY,78612,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2.7,LIABILITY,21994,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,2.8,LIABILITY,1003496,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,3,EQUITY,91749,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,3.1,EQUITY,258718,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,3.3,EQUITY,-173708,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,3.4,EQUITY,6739,,,,,,,,,,,
access_bank,2022_Q2,Balance Sheet,3.4.2,EQUITY,82,,,,,,,,,,,
access_bank,2022_Q3,Balance Sheet,1,ASSETS,1052083,,,,,,,,,,,
access_bank,2022_Q3,Balance Sheet,1.1,ASSETS,145248,,,,,,,,,,,
access_bank,2022_Q3,Balance Sheet,1.10,ASSETS,28690,,,,,,,,,,,
